content,score,at,translated_content,cleaned_content,tokenized_content,initial_token_count,stopword_removed_content,token_count,stemmed_content,ulasan_bersih,skor_lexicon,skor_lexicon_ke_score,sentimen_multiclass
Oy dana gua ke kuras plis lah kalau pembayaran tolong konfirmasi ke emaillllll kan ada emailll kalau telatya udah jangan asal,1,2025-02-17 07:36:50,Oy dana gua ke kuras plis lah kalau pembayaran tolong konfirmasi ke emaillllll kan ada emailll kalau telatya udah jangan asal,oy dana gua ke kuras plis lah kalau pembayaran tolong konfirmasi ke emaillllll kan ada emailll kalau telatya udah jangan asal,"['oy', 'dana', 'gua', 'ke', 'kuras', 'plis', 'lah', 'kalau', 'pembayaran', 'tolong', 'konfirmasi', 'ke', 'emaillllll', 'kan', 'ada', 'emailll', 'kalau', 'telatya', 'udah', 'jangan', 'asal']",21,"['oy', 'dana', 'gua', 'kuras', 'plis', 'pembayaran', 'konfirmasi', 'emaillllll', 'emailll', 'telatya']",10,"['oy', 'dana', 'gua', 'kuras', 'plis', 'bayar', 'konfirmasi', 'emaillllll', 'emailll', 'telatya']",oy dana gua kuras plis bayar konfirmasi emaillllll emailll telatya,1,3,Netral
gak bisa di bukaa,1,2025-02-16 13:39:23,gak bisa di bukaa,gak bisa di bukaa,"['gak', 'bisa', 'di', 'bukaa']",4,['bukaa'],1,['bukaa'],bukaa,0,3,Netral
"Yang berlangganan kok pada ngeluh ya, aku kaum mendang - mending cari yang gratisan aja, banyak film yang saya cari dari short video di Facebook saya temukan disini. Searching ketemu langsung download filmnya nonton pas lagi fatique saat mancal HD di tambang atau saat hujan. Sebelumnya berlangganan di netfl*x cuma banyak pencarian film g ketemu,iseng"" cari aplikasi yang lainnya ketemu lah aplikasi ini, auto stop berlangganan netflix uninstall dan setia pakai aplikasi ini. Makasih BSTATION.",5,2025-02-16 09:12:07,"Yang berlangganan kok pada ngeluh ya, aku kaum mendang - mending cari yang gratisan aja, banyak film yang saya cari dari short video di Facebook saya temukan disini. Searching ketemu langsung download filmnya nonton pas lagi fatique saat mancal HD di tambang atau saat hujan. Sebelumnya berlangganan di netfl*x cuma banyak pencarian film g ketemu,iseng"" cari aplikasi yang lainnya ketemu lah aplikasi ini, auto stop berlangganan netflix uninstall dan setia pakai aplikasi ini. Makasih BSTATION.",yang berlangganan kok pada ngeluh ya aku kaum mendang mending cari yang gratisan aja banyak film yang saya cari dari short video di facebook saya temukan disini searching ketemu langsung download filmnya nonton pas lagi fatique saat mancal hd di tambang atau saat hujan sebelumnya berlangganan di netflx cuma banyak pencarian film g ketemuiseng cari aplikasi yang lainnya ketemu lah aplikasi ini auto stop berlangganan netflix uninstall dan setia pakai aplikasi ini makasih bstation,"['yang', 'berlangganan', 'kok', 'pada', 'ngeluh', 'ya', 'aku', 'kaum', 'mendang', 'mending', 'cari', 'yang', 'gratisan', 'aja', 'banyak', 'film', 'yang', 'saya', 'cari', 'dari', 'short', 'video', 'di', 'facebook', 'saya', 'temukan', 'disini', 'searching', 'ketemu', 'langsung', 'download', 'filmnya', 'nonton', 'pas', 'lagi', 'fatique', 'saat', 'mancal', 'hd', 'di', 'tambang', 'atau', 'saat', 'hujan', 'sebelumnya', 'berlangganan', 'di', 'netflx', 'cuma', 'banyak', 'pencarian', 'film', 'g', 'ketemuiseng', 'cari', 'aplikasi', 'yang', 'lainnya', 'ketemu', 'lah', 'aplikasi', 'ini', 'auto', 'stop', 'berlangganan', 'netflix', 'uninstall', 'dan', 'setia', 'pakai', 'aplikasi', 'ini', 'makasih', 'bstation']",74,"['berlangganan', 'ngeluh', 'kaum', 'mendang', 'mending', 'cari', 'gratisan', 'film', 'cari', 'short', 'video', 'facebook', 'temukan', 'searching', 'ketemu', 'langsung', 'download', 'filmnya', 'nonton', 'fatique', 'mancal', 'hd', 'tambang', 'hujan', 'berlangganan', 'netflx', 'pencarian', 'film', 'g', 'ketemuiseng', 'cari', 'ketemu', 'auto', 'stop', 'berlangganan', 'netflix', 'uninstall', 'setia', 'pakai', 'makasih', 'bstation']",41,"['langgan', 'ngeluh', 'kaum', 'dang', 'mending', 'cari', 'gratis', 'film', 'cari', 'short', 'video', 'facebook', 'temu', 'searching', 'ketemu', 'langsung', 'download', 'film', 'nonton', 'fatique', 'mancal', 'hd', 'tambang', 'hujan', 'langgan', 'netflx', 'cari', 'film', 'g', 'ketemuiseng', 'cari', 'ketemu', 'auto', 'stop', 'langgan', 'netflix', 'uninstall', 'setia', 'pakai', 'makasih', 'bstation']",langgan ngeluh kaum dang mending cari gratis film cari short video facebook temu searching ketemu langsung download film nonton fatique mancal hd tambang hujan langgan netflx cari film g ketemuiseng cari ketemu auto stop langgan netflix uninstall setia pakai makasih bstation,-7,1,Negatif
"Saya sangat menyukai aplikasi ini!, namun. Ada beberapa bug di aplikasi ini seperti saat saya gagal mendownload film yang saya inginkan, dan saya memencet ""Coba Unduh Lagi"" tetapi tidak terunduh melainkan tidak terjadi apa-apa, saya disini melapor kan bug dan saya mengrating aplikasi ini. Terimakasih!",4,2025-02-16 09:07:01,"Saya sangat menyukai aplikasi ini!, namun. Ada beberapa bug di aplikasi ini seperti saat saya gagal mendownload film yang saya inginkan, dan saya memencet ""Coba Unduh Lagi"" tetapi tidak terunduh melainkan tidak terjadi apa-apa, saya disini melapor kan bug dan saya mengrating aplikasi ini. Terimakasih!",saya sangat menyukai aplikasi ini namun ada beberapa bug di aplikasi ini seperti saat saya gagal mendownload film yang saya inginkan dan saya memencet coba unduh lagi tetapi tidak terunduh melainkan tidak terjadi apaapa saya disini melapor kan bug dan saya mengrating aplikasi ini terimakasih,"['saya', 'sangat', 'menyukai', 'aplikasi', 'ini', 'namun', 'ada', 'beberapa', 'bug', 'di', 'aplikasi', 'ini', 'seperti', 'saat', 'saya', 'gagal', 'mendownload', 'film', 'yang', 'saya', 'inginkan', 'dan', 'saya', 'memencet', 'coba', 'unduh', 'lagi', 'tetapi', 'tidak', 'terunduh', 'melainkan', 'tidak', 'terjadi', 'apaapa', 'saya', 'disini', 'melapor', 'kan', 'bug', 'dan', 'saya', 'mengrating', 'aplikasi', 'ini', 'terimakasih']",45,"['menyukai', 'bug', 'gagal', 'mendownload', 'film', 'memencet', 'coba', 'unduh', 'terunduh', 'apaapa', 'melapor', 'bug', 'mengrating', 'terimakasih']",14,"['suka', 'bug', 'gagal', 'mendownload', 'film', 'pencet', 'coba', 'unduh', 'unduh', 'apaapa', 'lapor', 'bug', 'mengrating', 'terimakasih']",suka bug gagal mendownload film pencet coba unduh unduh apaapa lapor bug mengrating terimakasih,-1,3,Netral
baik,5,2025-02-16 08:58:48,baik,baik,['baik'],1,[],0,[],,0,3,Netral
Apk gj download lama pas nonton eh gak ada gambar huuu 😤😤😤😤,1,2025-02-16 07:25:33,Apk gj download lama pas nonton eh gak ada gambar huuu 😤😤😤😤,apk gj download lama pas nonton eh gak ada gambar huuu 😤😤😤😤,"['apk', 'gj', 'download', 'lama', 'pas', 'nonton', 'eh', 'gak', 'ada', 'gambar', 'huuu', '😤😤😤😤']",12,"['apk', 'gj', 'download', 'nonton', 'eh', 'gambar', 'huuu', '😤😤😤😤']",8,"['apk', 'gj', 'download', 'nonton', 'eh', 'gambar', 'huuu', '']",apk gj download nonton eh gambar huuu ,-3,2,Negatif
"Sori kasih bintang 1. Jelek tidak seperti netflix. Ini sudah pilih yang premium 10 device, malah cuma bisa 2 device...huft...",1,2025-02-16 03:07:21,"Sori kasih bintang 1. Jelek tidak seperti netflix. Ini sudah pilih yang premium 10 device, malah cuma bisa 2 device...huft...",sori kasih bintang jelek tidak seperti netflix ini sudah pilih yang premium device malah cuma bisa devicehuft,"['sori', 'kasih', 'bintang', 'jelek', 'tidak', 'seperti', 'netflix', 'ini', 'sudah', 'pilih', 'yang', 'premium', 'device', 'malah', 'cuma', 'bisa', 'devicehuft']",17,"['sori', 'kasih', 'bintang', 'netflix', 'pilih', 'premium', 'device', 'devicehuft']",8,"['sori', 'kasih', 'bintang', 'netflix', 'pilih', 'premium', 'device', 'devicehuft']",sori kasih bintang netflix pilih premium device devicehuft,-1,3,Netral
Sangat susah sekali dan bahkan tidak bisa login nya,2,2025-02-16 02:41:33,Sangat susah sekali dan bahkan tidak bisa login nya,sangat susah sekali dan bahkan tidak bisa login nya,"['sangat', 'susah', 'sekali', 'dan', 'bahkan', 'tidak', 'bisa', 'login', 'nya']",9,"['susah', 'login']",2,"['susah', 'login']",susah login,-3,2,Negatif
Hahaha. Memalukan,1,2025-02-16 01:16:08,Hahaha. Memalukan,hahaha memalukan,"['hahaha', 'memalukan']",2,"['hahaha', 'memalukan']",2,"['hahaha', 'malu']",hahaha malu,-4,1,Negatif
Otp code salah terus,1,2025-02-15 17:11:56,Otp code salah terus,otp code salah terus,"['otp', 'code', 'salah', 'terus']",4,"['otp', 'code', 'salah']",3,"['otp', 'code', 'salah']",otp code salah,-4,1,Negatif
Miris rate nya juga,1,2025-02-15 15:06:46,Miris rate nya juga,miris rate nya juga,"['miris', 'rate', 'nya', 'juga']",4,"['miris', 'rate']",2,"['miris', 'rate']",miris rate,-4,1,Negatif
Masa baru download langsung di suruhh bayar,1,2025-02-15 13:01:28,Masa baru download langsung di suruhh bayar,masa baru download langsung di suruhh bayar,"['masa', 'baru', 'download', 'langsung', 'di', 'suruhh', 'bayar']",7,"['download', 'langsung', 'suruhh', 'bayar']",4,"['download', 'langsung', 'suruhh', 'bayar']",download langsung suruhh bayar,0,3,Netral
"Udah berlangganan, belum sampai sebulan udah ga bisa nonton lagi, layar nya gelap padahal wifi lancar"" Aja",1,2025-02-15 08:19:22,"Udah berlangganan, belum sampai sebulan udah ga bisa nonton lagi, layar nya gelap padahal wifi lancar"" Aja",udah berlangganan belum sampai sebulan udah ga bisa nonton lagi layar nya gelap padahal wifi lancar aja,"['udah', 'berlangganan', 'belum', 'sampai', 'sebulan', 'udah', 'ga', 'bisa', 'nonton', 'lagi', 'layar', 'nya', 'gelap', 'padahal', 'wifi', 'lancar', 'aja']",17,"['berlangganan', 'sebulan', 'nonton', 'layar', 'gelap', 'wifi', 'lancar']",7,"['langgan', 'bulan', 'nonton', 'layar', 'gelap', 'wifi', 'lancar']",langgan bulan nonton layar gelap wifi lancar,-5,1,Negatif
jir jelek banget ratingnya,1,2025-02-15 04:19:55,jir jelek banget ratingnya,jir jelek banget ratingnya,"['jir', 'jelek', 'banget', 'ratingnya']",4,"['jir', 'ratingnya']",2,"['jir', 'ratingnya']",jir ratingnya,-3,2,Negatif
"APLIKASI NYA BURUK sering gagal putar, mirror ke tv juga sering gak bisa.. film2 nya kurang menarik.. terlalu banyak BUG,, subtitle indo nya juga bnyk yg gak ada.. menyesal bgt berlangganan krna review2 busuk di youtube,, cuma dipake 2-3x aja.. mending nambah dikit langganan netflix sdh jelas2 berkualitas, drpd langganan ini gak bisa dipake.. APES",1,2025-02-15 04:14:08,"APLIKASI NYA BURUK sering gagal putar, mirror ke tv juga sering gak bisa.. film2 nya kurang menarik.. terlalu banyak BUG,, subtitle indo nya juga bnyk yg gak ada.. menyesal bgt berlangganan krna review2 busuk di youtube,, cuma dipake 2-3x aja.. mending nambah dikit langganan netflix sdh jelas2 berkualitas, drpd langganan ini gak bisa dipake.. APES",aplikasi nya buruk sering gagal putar mirror ke tv juga sering gak bisa film nya kurang menarik terlalu banyak bug subtitle indo nya juga bnyk yg gak ada menyesal bgt berlangganan krna review busuk di youtube cuma dipake x aja mending nambah dikit langganan netflix sdh jelas berkualitas drpd langganan ini gak bisa dipake apes,"['aplikasi', 'nya', 'buruk', 'sering', 'gagal', 'putar', 'mirror', 'ke', 'tv', 'juga', 'sering', 'gak', 'bisa', 'film', 'nya', 'kurang', 'menarik', 'terlalu', 'banyak', 'bug', 'subtitle', 'indo', 'nya', 'juga', 'bnyk', 'yg', 'gak', 'ada', 'menyesal', 'bgt', 'berlangganan', 'krna', 'review', 'busuk', 'di', 'youtube', 'cuma', 'dipake', 'x', 'aja', 'mending', 'nambah', 'dikit', 'langganan', 'netflix', 'sdh', 'jelas', 'berkualitas', 'drpd', 'langganan', 'ini', 'gak', 'bisa', 'dipake', 'apes']",55,"['buruk', 'gagal', 'putar', 'mirror', 'tv', 'film', 'menarik', 'bug', 'subtitle', 'indo', 'bnyk', 'menyesal', 'bgt', 'berlangganan', 'krna', 'review', 'busuk', 'youtube', 'dipake', 'x', 'mending', 'nambah', 'dikit', 'langganan', 'netflix', 'sdh', 'berkualitas', 'drpd', 'langganan', 'dipake', 'apes']",31,"['buruk', 'gagal', 'putar', 'mirror', 'tv', 'film', 'tarik', 'bug', 'subtitle', 'indo', 'bnyk', 'sesal', 'bgt', 'langgan', 'krna', 'review', 'busuk', 'youtube', 'dipake', 'x', 'mending', 'nambah', 'dikit', 'langgan', 'netflix', 'sdh', 'kualitas', 'drpd', 'langgan', 'dipake', 'apes']",buruk gagal putar mirror tv film tarik bug subtitle indo bnyk sesal bgt langgan krna review busuk youtube dipake x mending nambah dikit langgan netflix sdh kualitas drpd langgan dipake apes,-21,1,Negatif
"Sering ga konek, udah bayar mahal dan langganan susah buat nontonnya. Tolong PECAT DIVISI NETWORK NYA. Payah.",1,2025-02-14 22:36:41,"Sering ga konek, udah bayar mahal dan langganan susah buat nontonnya. Tolong PECAT DIVISI NETWORK NYA. Payah.",sering ga konek udah bayar mahal dan langganan susah buat nontonnya tolong pecat divisi network nya payah,"['sering', 'ga', 'konek', 'udah', 'bayar', 'mahal', 'dan', 'langganan', 'susah', 'buat', 'nontonnya', 'tolong', 'pecat', 'divisi', 'network', 'nya', 'payah']",17,"['konek', 'bayar', 'mahal', 'langganan', 'susah', 'nontonnya', 'pecat', 'divisi', 'network', 'payah']",10,"['konek', 'bayar', 'mahal', 'langgan', 'susah', 'nontonnya', 'pecat', 'divisi', 'network', 'payah']",konek bayar mahal langgan susah nontonnya pecat divisi network payah,-8,1,Negatif
"Tolong ditambah lagi filmnya, terutama banyak drama korea yang bagus",4,2025-02-14 18:50:32,"Tolong ditambah lagi filmnya, terutama banyak drama korea yang bagus",tolong ditambah lagi filmnya terutama banyak drama korea yang bagus,"['tolong', 'ditambah', 'lagi', 'filmnya', 'terutama', 'banyak', 'drama', 'korea', 'yang', 'bagus']",10,"['ditambah', 'filmnya', 'drama', 'korea']",4,"['tambah', 'film', 'drama', 'korea']",tambah film drama korea,-1,3,Netral
"Emang benar ada beberapa bug,tapi dilihat dari sisi baik,entah kenapa apk ini memulihkan akun ku dulu yang telah lama hilang,jadii Terima kasih atas bantuan nya",5,2025-02-14 14:13:49,"Emang benar ada beberapa bug,tapi dilihat dari sisi baik,entah kenapa apk ini memulihkan akun ku dulu yang telah lama hilang,jadii Terima kasih atas bantuan nya",emang benar ada beberapa bugtapi dilihat dari sisi baikentah kenapa apk ini memulihkan akun ku dulu yang telah lama hilangjadii terima kasih atas bantuan nya,"['emang', 'benar', 'ada', 'beberapa', 'bugtapi', 'dilihat', 'dari', 'sisi', 'baikentah', 'kenapa', 'apk', 'ini', 'memulihkan', 'akun', 'ku', 'dulu', 'yang', 'telah', 'lama', 'hilangjadii', 'terima', 'kasih', 'atas', 'bantuan', 'nya']",25,"['emang', 'bugtapi', 'sisi', 'baikentah', 'apk', 'memulihkan', 'akun', 'ku', 'hilangjadii', 'terima', 'kasih', 'bantuan']",12,"['emang', 'bugtapi', 'sisi', 'baikentah', 'apk', 'pulih', 'akun', 'ku', 'hilangjadii', 'terima', 'kasih', 'bantu']",emang bugtapi sisi baikentah apk pulih akun ku hilangjadii terima kasih bantu,-3,2,Negatif
Baru saja berlangganan sudah error tidak bisa di tonton,1,2025-02-13 13:48:05,Baru saja berlangganan sudah error tidak bisa di tonton,baru saja berlangganan sudah error tidak bisa di tonton,"['baru', 'saja', 'berlangganan', 'sudah', 'error', 'tidak', 'bisa', 'di', 'tonton']",9,"['berlangganan', 'error', 'tonton']",3,"['langgan', 'error', 'tonton']",langgan error tonton,-7,1,Negatif
"Woy uang gw ngapa diambil,pdhl gk berlangganan lgi malah kepotong lgi duitnya",1,2025-02-13 06:24:02,"Woy uang gw ngapa diambil,pdhl gk berlangganan lgi malah kepotong lgi duitnya",woy uang gw ngapa diambilpdhl gk berlangganan lgi malah kepotong lgi duitnya,"['woy', 'uang', 'gw', 'ngapa', 'diambilpdhl', 'gk', 'berlangganan', 'lgi', 'malah', 'kepotong', 'lgi', 'duitnya']",12,"['woy', 'uang', 'gw', 'ngapa', 'diambilpdhl', 'gk', 'berlangganan', 'lgi', 'kepotong', 'lgi', 'duitnya']",11,"['woy', 'uang', 'gw', 'ngapa', 'diambilpdhl', 'gk', 'langgan', 'lgi', 'potong', 'lgi', 'duit']",woy uang gw ngapa diambilpdhl gk langgan lgi potong lgi duit,0,3,Netral
Gak bisa login,1,2025-02-13 04:13:26,Gak bisa login,gak bisa login,"['gak', 'bisa', 'login']",3,['login'],1,['login'],login,0,3,Netral
Ada film yg gratis buat menonton?,5,2025-02-12 19:16:03,Ada film yg gratis buat menonton?,ada film yg gratis buat menonton,"['ada', 'film', 'yg', 'gratis', 'buat', 'menonton']",6,"['film', 'gratis', 'menonton']",3,"['film', 'gratis', 'tonton']",film gratis tonton,0,3,Netral
Aplikasi sampah,1,2025-02-12 15:09:10,Aplikasi sampah,aplikasi sampah,"['aplikasi', 'sampah']",2,['sampah'],1,['sampah'],sampah,-4,1,Negatif
Kaya pler,1,2025-02-12 12:53:41,Jadi pler,jadi pler,"['jadi', 'pler']",2,['pler'],1,['pler'],pler,0,3,Netral
untuk developer tolong segera di perbaiki semua fiturnya. lihat ranting aplikasi ini sangat jelek sekali! kualitas aplikasi sangat buruk.,1,2025-02-12 12:05:55,untuk developer tolong segera di perbaiki semua fiturnya. lihat ranting aplikasi ini sangat jelek sekali! kualitas aplikasi sangat buruk.,untuk developer tolong segera di perbaiki semua fiturnya lihat ranting aplikasi ini sangat jelek sekali kualitas aplikasi sangat buruk,"['untuk', 'developer', 'tolong', 'segera', 'di', 'perbaiki', 'semua', 'fiturnya', 'lihat', 'ranting', 'aplikasi', 'ini', 'sangat', 'jelek', 'sekali', 'kualitas', 'aplikasi', 'sangat', 'buruk']",19,"['developer', 'perbaiki', 'fiturnya', 'lihat', 'ranting', 'kualitas', 'buruk']",7,"['developer', 'baik', 'fiturnya', 'lihat', 'ranting', 'kualitas', 'buruk']",developer baik fiturnya lihat ranting kualitas buruk,1,3,Netral
Pelayanan Disney mantap cuy,5,2025-02-12 08:40:12,Pelayanan Disney mantap cuy,pelayanan disney mantap cuy,"['pelayanan', 'disney', 'mantap', 'cuy']",4,"['pelayanan', 'mantap', 'cuy']",3,"['layan', 'mantap', 'cuy']",layan mantap cuy,3,4,Positif
Terpotong otomatis biaya nya melalui dana tapi sampai skrg sudah 2 hari blm bisa di tonton disitu di katakan lakukan pembayaran dulu.,3,2025-02-12 08:00:05,Terpotong otomatis biaya nya melalui dana tapi sampai skrg sudah 2 hari blm bisa di tonton disitu di katakan lakukan pembayaran dulu.,terpotong otomatis biaya nya melalui dana tapi sampai skrg sudah hari blm bisa di tonton disitu di katakan lakukan pembayaran dulu,"['terpotong', 'otomatis', 'biaya', 'nya', 'melalui', 'dana', 'tapi', 'sampai', 'skrg', 'sudah', 'hari', 'blm', 'bisa', 'di', 'tonton', 'disitu', 'di', 'katakan', 'lakukan', 'pembayaran', 'dulu']",21,"['terpotong', 'otomatis', 'biaya', 'dana', 'skrg', 'blm', 'tonton', 'disitu', 'lakukan', 'pembayaran']",10,"['potong', 'otomatis', 'biaya', 'dana', 'skrg', 'blm', 'tonton', 'situ', 'laku', 'bayar']",potong otomatis biaya dana skrg blm tonton situ laku bayar,-2,2,Negatif
Aplikasinya jelek di persulit mulu kode verif nya gajelas udh di masukin bner malah salah berulang ulang,1,2025-02-12 07:49:39,Aplikasinya jelek di persulit mulu kode verif nya gajelas udh di masukin bner malah salah berulang ulang,aplikasinya jelek di persulit mulu kode verif nya gajelas udh di masukin bner malah salah berulang ulang,"['aplikasinya', 'jelek', 'di', 'persulit', 'mulu', 'kode', 'verif', 'nya', 'gajelas', 'udh', 'di', 'masukin', 'bner', 'malah', 'salah', 'berulang', 'ulang']",17,"['aplikasinya', 'persulit', 'mulu', 'kode', 'verif', 'gajelas', 'masukin', 'bner', 'salah', 'berulang', 'ulang']",11,"['aplikasi', 'sulit', 'mulu', 'kode', 'verif', 'gajelas', 'masukin', 'bner', 'salah', 'ulang', 'ulang']",aplikasi sulit mulu kode verif gajelas masukin bner salah ulang ulang,-12,1,Negatif
Kurang bagus masalh nya semua trailer doang,1,2025-02-12 06:41:57,Kurang bagus masalh nya semua trailer doang,kurang bagus masalh nya semua trailer doang,"['kurang', 'bagus', 'masalh', 'nya', 'semua', 'trailer', 'doang']",7,"['masalh', 'trailer', 'doang']",3,"['masalh', 'trailer', 'doang']",masalh trailer doang,-1,3,Netral
"video hanya muncul suara, sudah mencoba dikasih apk via google drive ternyata hanya beberapa waktu saja dan permasalahan muncul kembali...",1,2025-02-12 02:13:17,"video hanya muncul suara, sudah mencoba dikasih apk via google drive ternyata hanya beberapa waktu saja dan permasalahan muncul kembali...",video hanya muncul suara sudah mencoba dikasih apk via google drive ternyata hanya beberapa waktu saja dan permasalahan muncul kembali,"['video', 'hanya', 'muncul', 'suara', 'sudah', 'mencoba', 'dikasih', 'apk', 'via', 'google', 'drive', 'ternyata', 'hanya', 'beberapa', 'waktu', 'saja', 'dan', 'permasalahan', 'muncul', 'kembali']",20,"['video', 'muncul', 'suara', 'mencoba', 'dikasih', 'apk', 'via', 'google', 'drive', 'permasalahan', 'muncul']",11,"['video', 'muncul', 'suara', 'coba', 'kasih', 'apk', 'via', 'google', 'drive', 'masalah', 'muncul']",video muncul suara coba kasih apk via google drive masalah muncul,-13,1,Negatif
